posX,posY,posZ,vx,vy,vz,angleFromWorldX
-0.003971255223133517,2.4949272861145073,-0.0012126398080975953,-0.017628813024580706,-0.17596445685616477,-0.003563744334965012,0.1230029939440182
-0.004014549580462651,2.4971825378263413,-0.001717341379597367,0.0435018195742171,-0.23297817250331765,-0.012373521430132147,0.12397914656271662
-0.0016895404668738861,2.492955193837942,-0.0011821095764589977,-0.007977988327851838,-0.17034241805795397,-0.0008403830233675312,0.07180054186833804
-0.002422376391435356,2.4928865340967445,-0.0013200666573892606,-0.011857595857142599,-0.17485390995608519,-0.0016306158995678054,0.08812638911207629
-0.0032848007612076525,2.493394829916195,-0.001371774874809815,-0.01327544840704531,-0.17457629143049588,-0.0005856472821685725,0.10752725005722459
-0.004121192785994882,2.495824268729214,-0.0014797007966049483,-0.011372238794707652,-0.17026967224372586,-0.002992640017900475,0.126449733419815
-0.003907046024611877,2.497095224569411,-0.0018807475276147471,0.045903494967533556,-0.2342971957721337,-0.013122863111474195,0.12164344406701408
-0.0030253167576504625,2.4954718399147455,-0.0006888884193557642,0.011748903685078638,-0.16858286538973297,0.01851767430697395,0.10171273171166412
-0.0030566603311153076,2.4937425646092604,-0.00005157050129371865,-0.01327885137707225,-0.17503313923026217,-0.0000954010967451774,0.10241500222033464
-0.004148764526204656,2.494017415754753,-0.00006106743257466357,-0.017242983472445877,-0.17903959388485946,-0.000032333718810149935,0.12710151358504237
-0.002058237846453517,2.49389271473973,-0.00022990259302961032,-0.008999990343587718,-0.1708345497208055,-0.0025229490767071636,0.08027596112730236
-0.0030446790709475475,2.4931255596645574,-0.0003172055576745819,-0.016038338858825895,-0.1776196347084868,-0.00030440562251061125,0.10348429884896532
-0.00414278645049683,2.4940391221246623,-0.0003190497638552112,-0.016639720470449287,-0.1785346236795642,0.000005134081726904424,0.12828367144607514
-0.002018739473796634,2.493922661265899,-0.0005579244112114842,-0.007981291648514577,-0.17083770417159175,-0.0033926474735806473,0.08192526343491272
-0.0029446636274272227,2.493209834754362,-0.0006681658249581317,-0.015401471340306566,-0.17628919104884352,-0.000999461262085146,0.10445073891885637
-0.003995027386960499,2.495166198368497,-0.0007223105738989783,-0.01587354976518915,-0.17695081110563535,-0.0008141580811821195,0.12813803523080233
-0.0009087623120860719,2.4944486116585396,-0.00020590557536337016,0.04677763017629152,-0.16575318889953633,0.05079358883732455,0.05953903958793829
-0.0016529170447827585,2.4923170563501484,-0.000276462560014131,-0.014161626702850991,-0.17782110828002698,-0.0018187598411852023,0.07575494445629181
-0.002689827629195237,2.492817776113094,-0.00031014854915530364,-0.01605896587636405,-0.17791562698050734,-0.000029040606772602625,0.09883582403338428
-0.0037809560466165555,2.493819075033515,-0.0003101299698460323,-0.016472541753675417,-0.17835456294563493,-0.0000075758070721179195,0.12340212259353749
-0.0017583337239042054,2.495276998715128,-0.0005396951137423116,0.10817006412971775,-0.28851911142703585,-0.006286357332230061,0.07820391086893193
-0.0024816324545913608,2.493049470599081,-0.0006364233189540193,-0.013567407025275051,-0.17525585173892305,-0.00014033530526441854,0.09615377531554538
-0.0035182058737670764,2.493727084269863,-0.0007098026875795313,-0.01580748313012696,-0.17678797919527423,-0.0009101758797004135,0.1193356630327923
-0.0035011063221920408,2.496934729620215,-0.0009707315310291903,0.04492324193413027,-0.23467926717012644,-0.008860226295105269,0.11899172451811892
-0.0012022877908004586,2.49258226227819,-0.000297514775747148,-0.010478512593643513,-0.17230272308560127,-0.00022095123137900403,0.06791266718362732
-0.0021362562631875508,2.4925400342449944,-0.0003771693951666935,-0.015097988155270138,-0.17698649371473615,-0.00041011118535241013,0.08847653513917174
-0.0031863677980955097,2.49335158298909,-0.00037841881147829336,-0.015992113143731054,-0.1778822485527193,0.0000037086591199223776,0.11197205536540544
-0.004235939231920066,2.495883382985564,-0.0004072587635729856,-0.014626936772085318,-0.17483658830582638,-0.0016817536028303258,0.13565409898968434
-0.0020580237005559583,2.4933399276715384,-0.0007669104448964533,-0.011951100749035408,-0.17119072760019396,-0.0026416194377324224,0.08615645410006298
-0.002981976407431961,2.4933084456870427,-0.0008249939468666705,-0.014408459778312436,-0.1758711123943873,-0.0004243554013801124,0.10681385827387248
-0.003936548322631866,2.495644555088943,-0.0008746930154086607,-0.013267813391507741,-0.17320319230130493,-0.0019551829279690343,0.12833193024029452
-0.0008026483393498302,2.494416929540147,-0.00040374828350679735,0.04678545052412542,-0.16511080076212117,0.05016288608951364,0.0588134568374491
-0.0014868540716812518,2.4923781920576316,-0.0005225615375499961,-0.013010063295439621,-0.1775578068926918,-0.002743719000632879,0.07367188040001962
-0.0024477365629405994,2.4927684174370217,-0.0006156680528833367,-0.015199699388511286,-0.17643010695218933,-0.0006541161698876936,0.09497672489513756
-0.0034825397496371516,2.4936598559387817,-0.0006468768367159427,-0.01563405984485342,-0.17706548761957003,-0.0004574726170499187,0.11821321040902925
-0.0034527000484850987,2.4968746864651012,-0.0008764379182351925,0.045120606236716904,-0.2349013928362457,-0.008278378558869497,0.11758250084598533
-0.0011587846769741147,2.4925113697500554,-0.00018683326839812468,-0.010884907530131875,-0.17280898495995964,-0.0004094278698468081,0.06661750782188991
-0.0021187699038607223,2.4924824949868807,-0.00026683789822709103,-0.015504051826514903,-0.17734355756163533,-0.0003671508996242139,0.08775910931352521
-0.003196793159710552,2.4933223551409793,-0.0002684163777615023,-0.016415156597844694,-0.17831277206071441,-0.000014292067289003806,0.1118883262125808
-0.004274173468837258,2.495888982100365,-0.00029772758884464954,-0.015032301687984922,-0.17523595453824933,-0.001688415875618503,0.13620944646368818
-0.002022821668816597,2.493355168437022,-0.0005744716385893829,-0.011326627314536106,-0.17255005365347575,-0.0015604545921371008,0.08762026790770758
-0.0029400306206636825,2.493329621791026,-0.0005848803090411093,-0.01464753591069298,-0.1765301251664592,-0.000002649653040981449,0.10807792410334299
-0.003930283922074762,2.495694728310193,-0.000621560156077433,-0.013801038669127593,-0.17394466378029658,-0.001746866813805339,0.13036559087375443
-0.0016377874950490635,2.4931125517209622,-0.00101664839523182,-0.01085261374537085,-0.17043523107604314,-0.002311624655865508,0.08168337272032752
-0.002467427119679303,2.4930836457770402,-0.0010769848559225921,-0.0130980648281172,-0.17460730165473326,-0.00037360789192321305,0.10003724438092328
-0.0033649171254952434,2.494899945363286,-0.0011034982071964241,-0.013654525724457396,-0.1751623593685633,-0.00038090914666032437,0.12014442372079602
